ID,Company,Title,Location,Publication Date,Link
"51","Framework Digital","Desenvolvedor(a) Java Sênior","Belo Horizonte - MG","Publicada em 18 de agosto de 2023","https://vempraframe.gupy.io/job/eyJqb2JJZCI6NTI5NzE4MSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"52","Datum TI","Pessoa Desenvolvedora Back End Java Sênior","SÃO PAULO - SP","Publicada em 18 de agosto de 2023","https://datum.gupy.io/job/eyJqb2JJZCI6NTI5NDU3OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"53","Autbank","Desenvolvedor Java Sênior (Presencial - São Paulo)","São Paulo - SP","Publicada em 17 de agosto de 2023","https://autbank.gupy.io/job/eyJqb2JJZCI6NTI5NDY4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"54","Autbank","DESENVOLVEDOR JAVA PLENO (Presencial - São Paulo)","São Paulo - SP","Publicada em 17 de agosto de 2023","https://autbank.gupy.io/job/eyJqb2JJZCI6NTI5NDQ1OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"55","MJV Technology & Innovation","Pessoa Desenvolvedora Back-end (Java)","São Paulo - SP","Publicada em 17 de agosto de 2023","https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NTE5NjE1MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"56","Log Lab","Desenvolvedor JAVA Sênior","Rio de Janeiro - RJ","Publicada em 17 de agosto de 2023","https://loglabdigital.gupy.io/job/eyJqb2JJZCI6NTI5NDI5MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"57","Prime IT Solutions","Analista Programador Java (sênior)","Barueri - SP","Publicada em 17 de agosto de 2023","https://primeitsolutions.gupy.io/job/eyJqb2JJZCI6NTI5MzM2NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"58","Cielo","Desenvolvedor Jr Android - Java/Kotlin","Barueri - SP","Publicada em 17 de agosto de 2023","https://cielo.gupy.io/job/eyJqb2JJZCI6NTI5MzIzNSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"59","MODALGR","Desenvolvedor Backend Java - Sênior","Santos - SP","Publicada em 17 de agosto de 2023","https://modalgr.gupy.io/job/eyJqb2JJZCI6NTI3ODEzNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"60","MODALGR","Desenvolvedor Backend Java - Pleno","Santos - SP","Publicada em 17 de agosto de 2023","https://modalgr.gupy.io/job/eyJqb2JJZCI6NTI3ODEwOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"61","Dock","Software Engineer Pleno (Java - PierPro) - Vaga Afirmativa para mulheres","Efetivo","Publicada em 17 de agosto de 2023","https://dock.gupy.io/job/eyJqb2JJZCI6NTE4MDYxMSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"62","Dock","Software Engineering Lead (Java - Authorization)","Efetivo","Publicada em 17 de agosto de 2023","https://dock.gupy.io/job/eyJqb2JJZCI6NTExNzAxMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"63","Seja Globalweb","ANALISTA DESENVOLVEDOR JAVA PL - FULL STACK","Brasília","Publicada em 17 de agosto de 2023","https://sejaglobalweb.gupy.io/job/eyJqb2JJZCI6NTI1NDY5OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"64","NAVA | Technology for Business","PESSOA DESENVOLVEDORA JAVA SR","São Paulo - SP","Publicada em 16 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTI4OTcwNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"65","Lyncas","Desenvolvedor(a) Java EE Sênior","Jaraguá do Sul - SC","Publicada em 16 de agosto de 2023","https://lyncas.gupy.io/job/eyJqb2JJZCI6NTI4OTY5Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"66","Minsait an Indra Company","Pessoa Analista Desenvolvedora FullStack I Java","Amapá - AP","Publicada em 16 de agosto de 2023","https://minsait.gupy.io/job/eyJqb2JJZCI6NTI4NDk5NSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"67","Spread Tecnologia","RHA2776 - Pessoa Desenvolvedora Java Pleno","BRASILIA","Publicada em 16 de agosto de 2023","https://spread.gupy.io/job/eyJqb2JJZCI6NTI3MDM1OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"68","NAVA | Technology for Business","PESSOA DESENVOLVEDORA JAVA SR","São Paulo - SP","Publicada em 15 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTI4MTY2Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"69","PagBank","Engenheiro de Software Java Pl.","SAO PAULO - SP","Publicada em 15 de agosto de 2023","https://pagseguro.gupy.io/job/eyJqb2JJZCI6NTI2MDg5OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"70","Vagas, empregos, oportunidades","Engenheiro(a) Backend Especialista | Java","Joinville - SC","Publicada em 15 de agosto de 2023","https://contaazulcarreira.gupy.io/job/eyJqb2JJZCI6NTI3OTk4OCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
